"product_name","pnns_groups_1","energy_100g","fat_100g","carbohydrates_100g","sugars_100g","proteins_100g","salt_100g","nutrition.score.fr_100g","kcal","nutriscore"
"confiture extra de myrtilles","Sugary snacks",1018,0.5,58.9,45.7,0.5,0.00508,10,242.380952380952,"C"
"Jambon Sec Supérieur (Fabriqué en France)","Fish Meat Eggs",1031,15,1,0.5,27,5.6,18,245.47619047619,"D"
"Crème légère  - sucrée et vanillé","Milk and dairy products",920,18.6,10.6,10.6,2.6,0.0762,14,219.047619047619,"D"
"Fruits pressés 100% pur jus 3 agrumes","Beverages",192,0.5,10.4,10.3,0.6,0.01,4,45.7142857142857,"C"
"Noir fourré Truffe","Sugary snacks",2398,39,47,40,6,0.05,25,570.952380952381,"E"
"Huile d'arachide","Fat and sauces",3700,100,0.5,0,0,0,12,880.952380952381,"D"
"24 Portions Fromage Fondu (19,5% MG)","Milk and dairy products",994,19.5,7,7,9,1.78,15,236.666666666667,"D"
"Liégeois au Chocolat","Milk and dairy products",648,7.3,18.7,17.2,3.1,0.1,7,154.285714285714,"C"
"Liégeois au Café (4 pots)","Milk and dairy products",643,7.1,18.9,16.7,3.4,0.12,6,153.095238095238,"C"
"Jus Multifruits","Beverages",217,0.5,12,11.5,0.3,0.03,6,51.6666666666667,"C"
"Pur jus multi fruits","Beverages",213,0.5,12,11.5,0.3,0.03,6,50.7142857142857,"C"
"Tomate, Pur Jus (Salé)","Beverages",86,0.1,4,3.5,0.8,0.63,-2,20.4761904761905,"A"
"Miel crémeux","Sugary snacks",1360,0,80,80,0,0.03556,14,323.809523809524,"D"
"Miel liquide","Sugary snacks",1365,0,80,80,0.3,0.01,14,325,"D"
"2 Bouchées à la Reine","Composite foods",1197,18.4,23.2,4.4,6.1,1.3,17,285,"D"
"2 Croque-monsieur à poêler","Composite foods",1132,11.2,28.9,3.5,12.2,1.27,10,269.52380952381,"C"
"Coleslaw","Composite foods",440,8,6.5,5.5,1,0.8,5,104.761904761905,"C"
"Café soluble lyophilisé","Beverages",23,0.1,0.9,0.9,0.2,0,2,5.47619047619048,"B"
"100 % Pur Jus orange (Avec Pulpe)","Beverages",202,0.1,11,11,0.5,0.1,5,48.0952380952381,"C"
"Spécialité de Fruits Pomme Fraise","Fruits and vegetables",293,0.5,14.3,13.5,0.4,0,-5,69.7619047619048,"A"
"Spécialité de Fruits Pomme Banane","Fruits and vegetables",259,0.1,13.8,12.2,0.3,0,-4,61.6666666666667,"A"
"Tortillas de Blé","Cereals and potatoes",1363,7,54.2,1.3,9.3,1.27,0,324.52380952381,"B"
"Carottes en rondelles","fruits-and-vegetables",137,0.3,6.6,6.4,0.8,0.0889,-7,32.6190476190476,"A"
"Les poêlées cuisinées - Catalane","Composite foods",304,4.2,6.1,2.5,1.7,0.55,-1,72.3809523809524,"A"
"Poêlée fermière","fruits-and-vegetables",364,4.1,9.6,1.7,1.7,0.55,-6,86.6666666666667,"A"
"Poêlée 4 saisons, haricots verts + pommes de terre + champignons + lardons","Composite foods",382,4.4,9.3,1.8,2.6,0.83,1,90.9523809523809,"B"
"Haricots plats","fruits-and-vegetables",186,0.2,7.5,2.2,1.8,0.0100076,-9,44.2857142857143,"A"
"Tarte aux Poireaux ","Composite foods",911,11.3,23.3,4.3,4.8,0.95,9,216.904761904762,"C"
"Moussaka surgelée","Composite foods",639,12.4,4.4,2.6,4.7,0.72,0,152.142857142857,"B"
"Poisson sauce Beurre citron, Surgelé","Composite foods",410,5.7,1.8,1.3,9.9,0.42,0,97.6190476190476,"B"
"Pizza Bolognaise","Composite foods",881,6.8,26.2,3.5,9.4,1.03,-1,209.761904761905,"A"
"20 croquettes de poisson ail et fines herbes - 1 kg - Auchan","Composite foods",763,6.7,19.7,2.5,10,1.27,2,181.666666666667,"B"
"Framboises entières, Surgelées (variété Mecker)","fruits-and-vegetables",201,1,5.5,5.5,1.3,0,-9,47.8571428571429,"A"
"100 % Pur Jus Ananas ","Beverages",241,0.1,13.5,13,0.4,0.1,8,57.3809523809524,"C"
"Crousty 3 céréales","Cereals and potatoes",1934,18.2,62.1,18.4,8.4,0.508,16,460.47619047619,"D"
"Tortellini Jambon cru","Cereals and potatoes",1175,6.6,41.7,1.8,12.7,1.4224,10,279.761904761905,"C"
"Assortiment snacks (cacahuète, fromage, tomate, oignon)","Salty snacks",2099,27.4,53.2,3.9,8.7,2.032,12,499.761904761905,"D"
"Snacks (oignon)","Salty snacks",2071,25.2,59.3,2.4,6.1,2.1082,13,493.095238095238,"D"
"Flûtes Tomate Olive Origan","Salty snacks",2003,21,59.7,2.6,10.5,2.10058,24,476.904761904762,"E"
"Gnocchi aux flocons de pomme de terre","Cereals and potatoes",721,0.9,34.3,0.4,4.9,1.62,6,171.666666666667,"C"
"Pomme, Jus de Fruits À base de concentré","Beverages",201,0.1,11.2,11.2,0.6,0,5,47.8571428571429,"C"
"Yaourt à boire saveur fraise","Milk and dairy products",305,1.3,12,12,3.1,0.1,1,72.6190476190476,"B"
"Riz complet cuisson rapide ","Cereals and potatoes",1510,2.4,74.7,0,7.7,0,-3,359.52380952381,"A"
"Sauce Burger","Fat and sauces",1845,41.4,17,14.4,1.1,1.9,19,439.285714285714,"E"
"Sauce frites","Fat and sauces",1144,26,9.7,5.6,1,2.286,15,272.380952380952,"D"
"Sauce barbecue","Fat and sauces",562,0.2,31.7,27.3,0.9,2.159,16,133.809523809524,"D"
"Jus de fruits multifruits","Beverages",214,0.2,11.7,11.7,0.4,0.0254,6,50.9523809523809,"C"
"Jus d'orange","Beverages",201,0.2,10.6,10.6,0.6,0.0254,5,47.8571428571429,"C"
"Dés de jambon nature","Fish Meat Eggs",554,6,2,2,17.5,2.3,13,131.904761904762,"D"
"Allumettes Bacon Fumées","Fish Meat Eggs",498,4.5,1,1,18,2.55,12,118.571428571429,"D"
"Dés de poulet","Fish Meat Eggs",476,1.6,1.5,1.1,23,1.8,3,113.333333333333,"C"
"Yaourt aux fruits mixés sans morceaux","Milk and dairy products",391,2.1,14.2,13.1,4.2,0.1524,2,93.0952380952381,"B"
"Petit pot de Crème à la Noix de Coco","Milk and dairy products",639,7.5,16,13,4.5,0.18,5,152.142857142857,"C"
"Poêlée campagnarde, Surgelé","Composite foods",441,4.6,11.2,1.7,3.9,0.73,0,105,"B"
"Demi-Lunes Tomate Basilic","Cereals and potatoes",1125,4.9,44.3,3.7,10.4,1.4986,8,267.857142857143,"C"
"Maïs en grains doux","Cereals and potatoes",541,1.5,23,6.9,4.4,0.4,-7,128.809523809524,"A"
"Pain de mie Nature - Recette Anglaise ","Cereals and potatoes",1094,2.6,48.2,4.6,9,1.3208,0,260.47619047619,"B"
"Auchan Terroir Tomme Savoie","Milk and dairy products",1452,30,0.5,0.4,25,1.5,15,345.714285714286,"D"
"Yaourt à la Grecque, nature (4 Pots)","Milk and dairy products",483,9.2,4.7,4.7,3.7,0.1016,6,115,"C"
"Mousse sur fromage frais nature","Milk and dairy products",611,11.5,3.6,3.6,6.9,0.08,4,145.47619047619,"C"
"Mousse de fromage frais nature","Milk and dairy products",565,10.4,3.7,3.7,6.7,0.0762,3,134.52380952381,"C"
"Picodon au lait de chèvre","Milk and dairy products",1319,26,1,1,20,1.19888,13,314.047619047619,"D"
"Mozzarella spéciale cuisine (18% MG)","Milk and dairy products",975,18,0.2,0.2,18,1.38,13,232.142857142857,"D"
"Jus de clémentine avec pulpe","Beverages",188,0.5,10.1,9.3,0.7,0.01,4,44.7619047619048,"C"
"filet de Merlu Blanc, sauce citronnée et son mélange de riz","Composite foods",532,3.4,17,0.6,5.6,0.8636,-1,126.666666666667,"A"
"Lasagnes à la bolognaise - 300 g","Composite foods",522,5.8,12.5,2.5,5,1.4224,4,124.285714285714,"C"
"Sirop de thé-pêche","Beverages",1236,0.1,72.4,70,0.1,0.25,21,294.285714285714,"E"
"Mélange croquant","Fruits and vegetables",90,0.3,2.2,0.7,1.6,0.04,-7,21.4285714285714,"A"
"Saucisson de l'Ardèche","Fish Meat Eggs",1669,32.8,0.5,0.5,26.3,5.9,24,397.380952380952,"E"
"Noir Dégustation 76% aux écorces d'orange","Sugary snacks",2285,40.7,33.6,29,7.2,0.02,22,544.047619047619,"E"
"Riz à la méditerranéenne Express","Composite foods",597,3.1,24.1,1.6,3,1.0414,1,142.142857142857,"B"
"Noir dégustation 72%","Sugary snacks",2301,42.1,29.7,24.6,8.4,0.02,21,547.857142857143,"E"
"Soda Zero Agrumes","Beverages",4,0.5,0.2,0.2,0.5,0.01,2,0.952380952380952,"B"
"Soda Lemon Zero saveur Citron Citron Vert","Beverages",2,0,0.1,0,0.01,0.01,1,0.476190476190476,"B"
"Bran flakes","Cereals and potatoes",1490,2,64,17,13,1.4,8,354.761904761905,"C"
"Nems porc sauce nuoc mam (4 nems + 2 sachets de sauce)","Composite foods",834,9.6,21.2,3.3,6.5,1.5,6,198.571428571429,"C"
"Nems volaille menthe, sauce nuoc mam (4 nems + 2 sachets de sauce)","Composite foods",720,6.8,21.7,3.2,5.4,1.56,5,171.428571428571,"C"
"Nems volaille menthe sauce nuoc mam (8 nems + 3 sachets de sauce)","Composite foods",736,7,22,2.8,5.6,1.45,5,175.238095238095,"C"
"Nems crevettes, colin d'Alaska, crabe sauce nuoc mam (4 nems + 2 sachets de sauce)","Composite foods",715,6.5,19.8,3.3,7.6,1.7,5,170.238095238095,"C"
"Beignets de crevettes sauce aigre douce (6 beignets + 1 sachet de sauce)","Composite foods",912,7.9,28.5,3.7,7.2,2.31,12,217.142857142857,"D"
"Porc au caramel et riz parfumé ","Composite foods",587,3.1,21.6,6.2,6.2,1.1938,3,139.761904761905,"C"
"Assortiment de bouchées vapeur ","Composite foods",740,6.5,22.7,5.5,5.9,1.35,4,176.190476190476,"C"
"Tagliatelles Saumon","Composite foods",902,14.2,13.6,2,8.2,0.5588,10,214.761904761905,"C"
"Lasagne Bolognaise","Composite foods",489,3.59,13.6,1.09,6.59,1.11,1,116.428571428571,"B"
"Hachis Parmentier (1 portion)","Composite foods",486,5.4,10.6,1.1,5.6,0.775,3,115.714285714286,"C"
"Parmentier de poisson","Composite foods",520,7.4,8.2,1,5.9,0.58,3,123.809523809524,"C"
"Petit salé aux lentilles","Composite foods",581,6.3,7.1,1.4,11.6,1.04,2,138.333333333333,"B"
"Tomates Farcies accompagnées de riz","Composite foods",417,4,11.1,0.9,4.7,0.87,1,99.2857142857143,"B"
"Aligot Tome Fraîche","Composite foods",563,6.9,10.2,1,7.4,0.7,4,134.047619047619,"C"
"Moutarde mi-forte délicate","Fat and sauces",1025,23.6,2.7,1.3,4.4,4.7,15,244.047619047619,"D"
"Biscuits Petit Déjeuner Pépites de Chocolat Miel","Sugary snacks",2013,20,66,30,7,0.75,18,479.285714285714,"D"
"Tuiles aux amandes","Sugary snacks",1946,17.2,69.5,41,7,0.41,19,463.333333333333,"E"
"Biscottes à la farine complète ","Cereals and potatoes",1662,5,71,2,13.5,0.03,-6,395.714285714286,"A"
"Goûters Cacao bio","Sugary snacks",2021,20.3,63.9,28.6,8.8,0.6,19,481.190476190476,"E"
"Pain grillé à la farine complète issu de l'agriculture biologique","Cereals and potatoes",1580,4,69,4,12,1.4,0,376.190476190476,"B"
"Petits pains grillés aux 7 céréales","Cereals and potatoes",1650,6.4,70.4,3.2,10.4,1.29,-1,392.857142857143,"A"
"Galettes de Riz Chocolat Noir","Cereals and potatoes",2128,24.2,62.1,24,7.4,0.02,16,506.666666666667,"D"
"Galettes de riz complet au sésame","Cereals and potatoes",1615,3.4,77.5,0.7,8.4,0.249936,-5,384.52380952381,"A"
"Muesli croustillant lin et graines de courges","Cereals and potatoes",1845,12.4,68,22,9.8,0.03,0,439.285714285714,"B"
"Muesli croustillant quinoa et chocolat Bio","Cereals and potatoes",1833,14.4,64.7,16.3,8.9,0.0254,8,436.428571428571,"C"
"Flocons d'Avoine 100 % céréales ","Cereals and potatoes",1523,7.5,58,1,12.6,0.0254,-5,362.619047619048,"A"
"croustillant goût fromage","Salty snacks",2240,31,56.6,3.4,7.7,2.032,19,533.333333333333,"E"
"Compote de pomme poire avec morceaux","Fruits and vegetables",455,0.4,24.3,23,0.3,0,-1,108.333333333333,"A"
"Compote de Pomme Poire avec morceaux","Fruits and vegetables",455,0.4,24.3,23,0.3,0,-1,108.333333333333,"A"
"Purée de pommes Bio ","Fruits and vegetables",234,0.6,11.5,10.4,0.3,0,-3,55.7142857142857,"A"
"Boisson au soja nature Bio","Beverages",176,1.8,3,2.9,3.2,0.08,-1,41.9047619047619,"A"
"Boisson au Soja Saveur Vanille ","Beverages",249,2.1,6.1,5.6,3.7,0.05,-1,59.2857142857143,"A"
"Farine de blé bio T65","Cereals and potatoes",1452,0.6,72.8,0.25,11.3,0.01,-6,345.714285714286,"A"
"Lentilles Vertes","Cereals and potatoes",1224,0.4,35.2,2.6,23.6,0.1,-7,291.428571428571,"A"
"Riz semi complet","Cereals and potatoes",1500,2.3,78,1.2,7.5,0.01524,-4,357.142857142857,"A"
"Couscous Semi-complet","Cereals and potatoes",1481,1.8,68.1,3,11.8,0,-6,352.619047619048,"A"
"Quinoa bio ","Cereals and potatoes",1532,5.3,62.4,5.3,12.5,0.1,-5,364.761904761905,"A"
"Crème Fraîche Épaisse (30% MG)","Milk and dairy products",1183,30,1.9,1.9,2.4,0.05,13,281.666666666667,"D"
"Blanc de poulet aux fines herbes","Fish Meat Eggs",426,1.5,1.5,1.2,20,1.8,3,101.428571428571,"C"
"Rillettes de poulet rôti ","Fish Meat Eggs",1359,29.8,0.6,0.5,14.5,1.3,17,323.571428571429,"D"
"Spaghetti Bio","Cereals and potatoes",1475,2,70,2.5,11,0,-5,351.190476190476,"A"
"Torsades Au blé entier Bio ","Cereals and potatoes",1525,2,70,3,12.5,0.02,-6,363.095238095238,"A"
"Chair de tomates issues de l'agriculture biologique","Fruits and vegetables",138,0.3,4.8,4.8,1.5,0.5,-5,32.8571428571429,"A"
"Ratatouille Issue de l'Agriculture Biologique","Composite foods",257,3.7,4.6,4.5,1.2,0.91,0,61.1904761904762,"B"
"Raviolis végétariens","Cereals and potatoes",381,3.6,11.2,3.4,2.3,0.762,0,90.7142857142857,"B"
"Sauce tomate basilic","Fat and sauces",226,2.3,4.5,4.9,1.4,1,2,53.8095238095238,"B"
"Moutarde de Dijon bio","Fat and sauces",684,11.3,7.4,2.1,6.3,5.62,7,162.857142857143,"C"
"Biscuits épeautres et sésame","Sugary snacks",2107,24,61,20,8.9,0.83,17,501.666666666667,"D"
"Biscuits quinoa et pépites de chocolat","Sugary snacks",1946,16.2,70,25,7.8,0.48,16,463.333333333333,"D"
"Chocolat noir 70%","Sugary snacks",2316,40,36,30,8.3,0.04318,17,551.428571428571,"D"
"Biscuits aux raisins secs et graines de céréales (30 biscuits environ)","Sugary snacks",2102,29.4,45.8,32.6,10,0.05,15,500.47619047619,"D"
"sablés aux céréales ","Sugary snacks",2085,23.2,64,28.3,6.9,0.75,22,496.428571428571,"E"
"Jus de Carotte Bio","Beverages",142,0.1,7,4.7,0.8,0.15,8.36059300489711,33.8095238095238,"C"
"Pur jus d'Orange","Beverages",198,0,11,10,0.5,0.03,4,47.1428571428571,"C"
"Pur jus de pomme trouble","Beverages",192,0,11.3,11,0,0.01,5,45.7142857142857,"C"
"Fromage blanc issu de l'agriculture biologique","Milk and dairy products",347,3.6,4.7,4.7,7.9,0.0762,0,82.6190476190476,"B"
"Yaourt nature 0% mat.gr.","Milk and dairy products",181,0.1,6,6,4.4,0.15,-1,43.0952380952381,"A"
"Yaourt nature entier issu de l'agriculture biologique","Milk and dairy products",269,3.5,4.5,4.5,3.8,0.15,0,64.0476190476191,"B"
"Moelleux nature tout prêt ","Sugary snacks",1659,20.5,48.4,23,3.6,0.86,12,395,"D"
"Ratatouille cuisinée","Composite foods",285,4.1,5.4,5.4,1.5,0.9,2,67.8571428571429,"B"
"Camembert de caractère au lait pasteurisé (21 % MG) ","Milk and dairy products",1100,21,0,0,19,1.3462,13,261.904761904762,"D"
"Iceberg, Maxi Pack (6/7 portions)","Fruits and vegetables",64,0.1,2,2,0.9,0.03,-6,15.2380952380952,"A"
"Pâtes lasagnes de qualité supérieure","Cereals and potatoes",1536,1.9,73.4,3.7,12.8,0,-6,365.714285714286,"A"
"Mousseline pois aux asperges à la crème fraîche","Composite foods",506,6.4,9.2,1.8,4.4,0.88,-3,120.47619047619,"A"
"Mousseline carottes à la coriandre à la crème fraîche","Composite foods",418,7.5,5.5,2.7,1.1,0.98,6,99.5238095238095,"C"
"Fèves pelées","Fruits and vegetables",426,0.5,13.6,0.1,7.8,0.02794,-13,101.428571428571,"A"
"Piperade (4 portions)","Composite foods",319,5,4.9,4.9,1.4,0.99,2,75.9523809523809,"B"
"Riste d'aubergines (4 portions)","Composite foods",533,10.8,5.5,5.2,1.1,1.19,5,126.904761904762,"C"
"Grands gourmands Amandes","Milk and dairy products",968,14.8,22,20.2,2.4,0.127,15,230.47619047619,"D"
"Colin d'Alaska, Crevettes et riz sauce crustacés","Composite foods",531,5.1,15.5,0.5,4.4,0.7,5,126.428571428571,"C"
"Condiment - Balsamique blanc","Fat and sauces",854,0,50.9,50.9,0,0,12,203.333333333333,"D"
"Marlin fumé au bois de Hêtre","Fish Meat Eggs",442,0.5,0.4,0.3,24.5,2.7,11,105.238095238095,"D"
"Pause Snack Fondant Chocolat","Sugary snacks",1912,30.4,40.1,6.9,5.1,0.17,16,455.238095238095,"D"
"Beurre de Baratte Demi-Sel au Sel de Guérande","Fat and sauces",2982,80,0.6,0.6,0.7,2,26,710,"E"
"Feta Grecque (24,2% MG)","Milk and dairy products",1171,24.2,0.2,0.2,16,3.05,18,278.809523809524,"D"
"Sprits pur beurre","Sugary snacks",2252,32.6,56.5,20,5,0.7874,21,536.190476190476,"E"
"Apéro Salé","Salty snacks",2096,29,56.3,2,3,2.75,18,499.047619047619,"D"
"Poêlée de légumes - Bio","Composite foods",113,0.3,3.5,2.3,1.5,0.1,-7,26.9047619047619,"A"
"Légumes pour pot au feu","fruits-and-vegetables",210,0.45,9.45,5.4,1.95,0.08382,-9,50,"A"
"Glace praliné chocolat","Milk and dairy products",782,7.8,25.9,24.3,2.7,0.1,12,186.190476190476,"D"
"Émincés de Dinde, Saveur Kébab","Fish Meat Eggs",755,8.9,2.6,0.8,22.2,1.9,12,179.761904761905,"D"
"Bohémienne de légumes au pistou","Composite foods",212,2.2,4.9,4.1,1.5,1.2,2,50.4761904761905,"B"
"Cookies - pépites de chocolat - noix de coco","Sugary snacks",2249,34.4,55.2,26.4,5.4,0.762,21,535.47619047619,"E"
"Planet cola light","Beverages",2,0,0.1,0.5,0,0.01,2,0.476190476190476,"B"
"Spécialité Laitière aux Fruits avec morceaux","Milk and dairy products",174,0.1,5,4.6,4,0.16,-1,41.4285714285714,"A"
"Tuiles salées","Salty snacks",2094,27,60,4.5,4.4,1.4732,17,498.571428571429,"D"
"Petits pains grillés au froment","Cereals and potatoes",1709,6.8,74.1,10.5,10.2,0.9,1,406.904761904762,"B"
"tartines craquantes au froment","Cereals and potatoes",1642,4,76.4,6.3,10,1.778,8,390.952380952381,"C"
"Ananas en morceaux au jus d'ananas","Fruits and vegetables",223,0.1,12,11.7,0.4,0,-4,53.0952380952381,"A"
"Double galette de riz fourrée noisette-cacao","Cereals and potatoes",1929,18.2,66.9,2.7,6,0.18,11,459.285714285714,"D"
"galette de maïs","Cereals and potatoes",1594,1.4,89,0.5,5.6,0.31,0,379.52380952381,"B"
"Pur jus de raisin rouge","Beverages",291,0,17,16,0.1,0.01,10,69.2857142857143,"C"
"Pur jus de légumes ","Beverages",119,0.1,6,5,0.5,0.6,0,28.3333333333333,"B"
"Haricots verts coupés très fins","Fruits and vegetables",99,0.1,3.1,0.8,1.3,0.780034,-5,23.5714285714286,"A"
"Tuiles goût crème oignon","Salty snacks",2142,28,58.5,4.5,4.55,1.45,14,510,"D"
"Tuiles saveur paprika","Salty snacks",2208,28,62,4.5,5,1.89,16,525.714285714286,"D"
"grains de blé précuits ","Cereals and potatoes",1471,1.5,67,1.7,13,0,-6,350.238095238095,"A"
"Cacahuètes grillées à sec","Salty snacks",2511,49,11,6.5,25.5,1,17,597.857142857143,"D"
"Auchan boisson au riz","Beverages",242,1.6,10.6,5,0.1,0.1016,1,57.6190476190476,"B"
"Comté râpé","Milk and dairy products",1711,35,1,1,27,0.8,13,407.380952380952,"D"
"Ravioli 6 Légumes","Cereals and potatoes",360,1.4,14,2.8,3.1,0.85,0,85.7142857142857,"B"
"Pain de Mie Nature Bio (14 tranches)","Cereals and potatoes",1238,6,51.1,6,7.5,1.5,1,294.761904761905,"B"
"Ravioli 3 Fromages Bio (Fromage frais, comté et emmental)","Cereals and potatoes",1180,7.7,39.6,3.1,12,1.2319,9,280.952380952381,"C"
"Tagliatelles fraîches bio","Cereals and potatoes",1170,2.24,52.6,1.28,9.84,0.048,-2,278.571428571429,"A"
"Mélange fruits et graines Auchan","Fruits and vegetables",2197,33.3,36.9,29.1,16.3,0.08,6,523.095238095238,"C"
"Ananas, Pur Jus","Beverages",207,0.1,11.6,11.6,0.3,0.03,5,49.2857142857143,"C"
"Multifruits pur jus","Beverages",177,0.5,10.3,10.3,0.5,0.01,3,42.1428571428571,"C"
"Tartinettes chocolat","Sugary snacks",1811,14.5,63.6,22.8,9.2,0.38,10,431.190476190476,"C"
"Tartines craquantes au blé complet","Cereals and potatoes",1631,4,73.2,6.5,11,1,-1,388.333333333333,"A"
"Biscuits Petit Déjeuner Chocolat Quinoa","Sugary snacks",2007,21,63,28,7,0.381,16,477.857142857143,"D"
"Gressins au Romarin","Salty snacks",1739,10.5,65.2,3,12.3,3.302,15,414.047619047619,"D"
"Pain d'épices au miel bio","Sugary snacks",1280,1.9,63.7,16.9,2.1,0.32,2,304.761904761905,"B"
"Compotes pomme mangue sans sucres ajoutés","Fruits and vegetables",239,0.5,11.9,11.4,0.5,0,-4,56.9047619047619,"A"
"Sans sucres ajoutés Pomme","Fruits and vegetables",237,0.3,12,11,0.3,0.01,-3,56.4285714285714,"A"
"Dessert soja au chocolat ","Sugary snacks",464,2.1,18.2,15.8,3.5,0.1,-1,110.47619047619,"A"
"Yaourts Fruits Fruits Jaunes avec morceaux","Milk and dairy products",390,2.6,14.3,14.2,3,0.1,4,92.8571428571428,"C"
"Crème aux Œufs Saveur Vanille","Milk and dairy products",634,6.3,19.2,17.8,4.4,0.13,5,150.952380952381,"C"
"Glace Café","Milk and dairy products",805,8.4,26.9,24,2,0.1,14,191.666666666667,"D"
"Champignons de paris pieds et morceaux","fruits-and-vegetables",79,0.4,0.6,0,2.2,0.7,0,18.8095238095238,"B"
"Champignons Entiers 1er choix","fruits-and-vegetables",79,0.4,0.6,0.01,2.2,0.7112,0,18.8095238095238,"B"
"Lot de 3 Champignons de Paris entiers 1er choix","fruits-and-vegetables",79,0.4,0.6,0,2.2,0.700024,2,18.8095238095238,"B"
"Graines de sésame","Cereals and potatoes",2270,45.1,6.1,0.9,21.2,0.04,7,540.47619047619,"C"
"Graines de lin Brun Bio","Cereals and potatoes",1881,32.3,3.3,1.3,21.8,0.12,-3,447.857142857143,"A"
"Eau de source aromatisée Citron Citron Vert","Beverages",3,0,0.2,0.1,0,0.0299999999999999,2,0.714285714285714,"B"
"Grandes tranches complet extra moelleux","Cereals and potatoes",1057,4,42,6,8.4,1.09982,-2,251.666666666667,"A"
"Grandes tranches nature extra moelleux","Cereals and potatoes",1158,4,50,7.2,8,1.09982,0,275.714285714286,"B"
"Champignons de paris émincés","fruits-and-vegetables",58,0,1,1,1.8,0.0299999999999999,-2,13.8095238095238,"A"
"Laitue iceberg (3/4 portions)","Fruits and vegetables",58,0.2,2,0,1,0,-6,13.8095238095238,"A"
"Grenadine 0%","Beverages",60,0,1.3,0.9,0,0.0299999999999999,0,14.2857142857143,"B"
"Sirop menthe 0%","Beverages",51,0,1.6,1.1,0,0.03,0,12.1428571428571,"B"
"Huile de noix","Fat and sauces",3700,100,0,0,0,0,11,880.952380952381,"D"
"Huile d'olive douce","Fat and sauces",3700,100,0,0,0,0,11,880.952380952381,"D"
"Oeufs de poules élevées en plein air Bio (x 10) ","Fish Meat Eggs",606,10.5,0.3,0.3,12.5,0.3302,0,144.285714285714,"B"
"Tomato ketchup allégé","Fat and sauces",370,0.3,19.8,9.1,1.6,2.48,13,88.0952380952381,"D"
"Mayonnaise allégée en matières grasses aux œufs frais","Fat and sauces",1075,24,9.9,5.2,1.1,3.1,15,255.952380952381,"D"
"Raviolis bolognaise Auchan","Cereals and potatoes",364,2.1,11.9,2.1,3.8,0.91,-1,86.6666666666667,"A"
"Ravioli Bolognaise","Cereals and potatoes",430,3.5,12.7,2,4.5,1.02,3,102.380952380952,"C"
"20 pains au lait","sugary-snacks",1472,12,51,10,8.1,0.890000000000001,17,350.47619047619,"D"
"Lait frais Entier microfiltré","Milk and dairy products",269,3.6,4.8,4.8,3.2,0.100076,2,64.0476190476191,"B"
"Lait Frais Microfiltré Demi-Écrémé Bio ","Milk and dairy products",193,1.55,4.8,4.8,3.2,0.127,0,45.9523809523809,"B"
"Lardons de Volaille Nature","Fish Meat Eggs",656,8.5,1,1,18.5,2.6,13,156.190476190476,"D"
"Paupiettes de saumon farcies","Composite foods",768,13.1,0.9,0.8,15.6,0.8,1,182.857142857143,"B"
"Lentille Verte du Puy","Cereals and potatoes",1224,1.1,29.6,2,25.8,0,-7,291.428571428571,"A"
"8 mini gâches aux carreaux de chocolat","sugary-snacks",1488,13.7,48.9,15.8,7.7,0.89,18,354.285714285714,"D"
"8 mini gâches","sugary-snacks",1484,12.9,50.1,12.5,8.2,1.07,18,353.333333333333,"D"
"Pancakes nature","Cereals and potatoes",1278,6.2,54.5,28.1,6.4,0.65,12,304.285714285714,"D"
"15 Broyés du Poitou","Sugary snacks",2168,26.7,62.8,26.4,6,0.63,23,516.190476190476,"E"
"Le Carré de Mie Nature","Cereals and potatoes",1130,3,52,7.5,7,1.19,3,269.047619047619,"C"
"Poulet à l'Estragon et Farfalles","Composite foods",494,2.8,13.4,0.8,9.4,0.7,0,117.619047619048,"B"
"Crevettes aux petits légumes et tagliatelles (2,4 % MG)","Composite foods",417,2.4,13.1,2.4,5.7,0.87,1,99.2857142857143,"B"
"Morbier","Milk and dairy products",1483,29.7,0.5,0.5,22.1,1.45034,15,353.095238095238,"D"
"Petit Pouligny St Pierre","Milk and dairy products",1265,25,1,1,19,1.2,13,301.190476190476,"D"
"Chaource AOP (22% MG) - 250 g","Milk and dairy products",1146,22,2.5,0.5,17,2,16,272.857142857143,"D"
"Beaufort","Milk and dairy products",1709,34,0.5,0.5,26,1,14,406.904761904762,"D"
"Camembert de Normandie au lait cru (22% MG)","Milk and dairy products",1180,22,0.5,0.5,21,1.8,15,280.952380952381,"D"
"Filets de hareng fumés doux marinés à l'huile et aux aromates","Fish Meat Eggs",808,14.2,0.9,0.3,15.6,3.6,15,192.380952380952,"D"
"Tartes aux Poireaux","Composite foods",1071,17,19,2.6,5.7,1.1684,14,255,"D"
"Crème légère Auchan","Milk and dairy products",309,4,6,3.8,3.3,0.127,0,73.5714285714286,"B"
"Sauce Béchamel","Fat and sauces",420,6.2,8.3,4.2,2.9,0.66,6,100,"C"
"Madeleines longues aux oeufs frais","Sugary snacks",1969,26,54,27.5,5,0.61,15,468.809523809524,"D"
"Brioche tressée vendéenne","sugary-snacks",1565,14,53,13,8,1.02,19,372.619047619048,"E"
"Pâte à tartiner","Sugary snacks",2369,37.1,52,51,5,0.07,22,564.047619047619,"E"
"Pâte à tartiner au chocolat blanc","Sugary snacks",2420,38,55,55,4.4,0.24,28,576.190476190476,"E"
