"product_name","pnns_groups_1","energy_100g","fat_100g","carbohydrates_100g","sugars_100g","proteins_100g","salt_100g","nutrition.score.fr_100g","kcal","nutriscore"
"Jeunes pousses de roquette","Fruits and vegetables",129,0,3.9,3.9,2.6,0,-6,30.7142857142857,"A"
"Salade mélangée à l'emmental","Composite foods",525,9.5,3.3,2.7,6.4,0.6,-1,125,"A"
"Filets de Colin d'Alaska","Composite foods",791,8.1,15.9,0.8,12.3,0.45,-2,188.333333333333,"A"
"8 Feuilles de Brick","Cereals and potatoes",1201,16,60,2,6,3.1,10,285.952380952381,"C"
"6 Cônes chocolat pistache","Milk and dairy products",1085,10.4,37.6,28.4,2.9,0.18,17,258.333333333333,"D"
"6 cônes saveur spéculoos","Milk and dairy products",1116,10.8,38.8,28,2.9,0.22,18,265.714285714286,"D"
"Ravioli aux cèpes","Cereals and potatoes",870,5.9,28.2,1.7,9.9,0.95,4,207.142857142857,"C"
"Boeuf aux oignons & nouilles chinoises","Composite foods",427,3.2,11,1.7,6.4,0.98,0,101.666666666667,"B"
"Crevettes sauce piquante, Surgelé","Composite foods",472,3.1,17,5,3.8,1.08,4,112.380952380952,"C"
"Lasagnes Saumon-Épinards","Composite foods",516,5.1,11.3,2.7,6.7,0.74,-1,122.857142857143,"A"
"Gnocchis Tomate, Épinards, Chèvre","Composite foods",611,4.7,20.5,7.2,4.4,0.75,2,145.47619047619,"B"
"Risotto au parmesan","Composite foods",598,5.6,19.4,0.2,3.3,0.64,3,142.380952380952,"C"
"Mes légumes vapeur nature","fruits-and-vegetables",147,0.4,4.9,4.1,2.1,0.01,-8,35,"A"
"Mes plats vapeur assaisonnés haricots verts poulet rôti","Composite foods",404,6.3,2.5,0.3,6.1,1.1,2,96.1904761904762,"B"
"Xtra Savoureux Chocolat & Pâte de Cacahuète","Milk and dairy products",1625,27.2,27.9,23.5,7.6,0.14,19,386.904761904762,"E"
"Rillettes de sardine au pient d'Espelette","Fish Meat Eggs",1036,20.4,2.6,1,13.4,0.8,13,246.666666666667,"D"
"Rillettes de Thon Blanc Germon","Fish Meat Eggs",839,14.3,2.6,1,15.2,0.7,11,199.761904761905,"D"
"Rillettes de Maquereau au Poivre de Sichuan","Fish Meat Eggs",1042,20.5,3.7,1.6,12.2,1.2,17,248.095238095238,"D"
"Soupe de poissons de roche","Composite foods",212,2,1.7,0.6,5.8,0.7,-1,50.4761904761905,"A"
"Escalope de Dinde Marinées Nature","Fish Meat Eggs",429,1.8,1,1,20.1,0.89,-1,102.142857142857,"A"
"Saucisse sèche","Fish Meat Eggs",1828,36,1.3,0.6,27.9,4.55,25,435.238095238095,"E"
"Muffins complets","Cereals and potatoes",882,1.5,33,6,12.4,0.94,-3,210,"A"
"Muffins nature","Cereals and potatoes",946,1.4,41,6.5,10.4,0.9,-2,225.238095238095,"A"
"Jus d'orange à base de concentré ","Beverages",205,0,11,9,0.6,0,3,48.8095238095238,"C"
"Citron spécialité à diluer","Beverages",91,0,1.35,1.03,0,0.00762,3,21.6666666666667,"C"
"petit Dèj'","Beverages",197,0,9.9,9.9,0.7,0,4,46.9047619047619,"C"
"Pur jus d'orange","Beverages",194,0,10.8,9,0.5,0,3,46.1904761904762,"C"
"Orange Light","Beverages",21,0,1.1,1.1,0.1,0.000254,2,5,"B"
"Cola léger en sucre","Beverages",96,0.01,5.6,5.6,0.017,0.002032,8,22.8571428571429,"C"
"Cola light","Beverages",9,0.1,0.2,0.2,0.1,0,2,2.14285714285714,"B"
"Tonic","Beverages",134,0,7.9,7.9,0,0,11,31.9047619047619,"D"
"Limonade","Beverages",3,0,0.2,0.2,0,0.0254,2,0.714285714285714,"B"
"Kids diabolo grenadine","Beverages",155,0,9.1,9.1,0,0.0254,13,36.9047619047619,"D"
"Kids diabolo menthe","Beverages",155,0,9.1,9.1,0.4,0.0254,13,36.9047619047619,"D"
"100% pur jus pamplemousse","Beverages",163,0,9,8.5,0.6,0.03,2,38.8095238095238,"B"
"Nectar Goyave","Beverages",187,0,11,11,0,0.02,15,44.5238095238095,"D"
"Eau aromatisée gazeuse citron-citron vert-verveine","Beverages",0,0,0,0,0,0.08,0,0,"B"
"Pur jus d'orange","Beverages",192,0,10.8,9,0.5,0.1,3,45.7142857142857,"C"
"Citronnade","Beverages",107,0,6.3,6,0,0.01,8,25.4761904761905,"C"
"Salade surimi crudités","Composite foods",379,6.5,5,3.5,2.4,0.4,-1,90.2380952380952,"A"
"Salade poulet crudités","Composite foods",385,4.8,7.6,3,3.8,0.41,-2,91.6666666666667,"A"
"Mini viennois - Poulet emmental","Composite foods",1071,9.2,28.2,3.3,14,1.6,11,255,"D"
"Mini saucisses de Strasbourg","Fish Meat Eggs",1217,26,3,2.1,12,2.4,21,289.761904761905,"E"
"Pizza Jambon Emmental Pâte Fine","Composite foods",942,7.4,28,3.8,10,1.2,8,224.285714285714,"C"
"Sandwich poulet à l'indienne ","Composite foods",941,9,22.9,3.5,11.3,1.3,-2,224.047619047619,"A"
"Chocolate fudge cake à partager","Sugary snacks",1736,20,54,37,4.6,0.78,19,413.333333333333,"E"
"Émincés de Thon fumés au bois de hêtre","Fish Meat Eggs",446,0,0,0,25.7,2.75,11,106.190476190476,"D"
"Fromage frais pur chèvre","Milk and dairy products",665,12,3,3,10,1.1,7,158.333333333333,"C"
"2 Gros Oeufs","Fish Meat Eggs",602,10.3,0.7,0.7,12.3,0.33,-1,143.333333333333,"A"
"Fromage blanc nature","Milk and dairy products",291,3,4.1,4.1,6.5,0.13,-3,69.2857142857143,"A"
"Douceur de crème chocolat au lait ","Milk and dairy products",852,11,21.6,20.2,4,0.19,12,202.857142857143,"D"
"Pizza aux 3 Fromages Bio ","Composite foods",933,8.4,25.4,3.2,9.9,1.1,2,222.142857142857,"B"
"Steaks hachés Pur boeuf","Fish Meat Eggs",864,15,0.2,0.2,18,0.15,3,205.714285714286,"C"
"Mélange de légumes","fruits-and-vegetables",214,0.4,7.6,2.4,3,0.07,-9,50.9523809523809,"A"
"Pavés de Saumon","Fish Meat Eggs",661,8.6,0.2,0,20,0.09,-3,157.380952380952,"A"
"Tarte Framboises pâte sablée pur beurre","Sugary snacks",1017,6.6,40.8,21.6,2.7,0.29,7,242.142857142857,"C"
"Mini Gougères au Comté","Composite foods",1467,22,22,0.5,15,1.1,14,349.285714285714,"D"
"Crème Glacée Caramel, Sauce Caramel Beurre Salé et Éclats de Caramel","Milk and dairy products",909,8.3,32.4,21.5,3,0.3,12,216.428571428571,"D"
"Crème Glacée Chocolat, Sauce Chocolat et Éclats de Chocolat","Milk and dairy products",971,10.7,28,24.9,4.3,0.08,10,231.190476190476,"C"
"Crème Glacée Yaourt Fruits Rouges","Milk and dairy products",745,5.9,27.2,24.4,3.8,0.13,11,177.380952380952,"D"
"Sorbet Plein Fruit Framboise","Milk and dairy products",480,0.3,27.2,25.7,0.4,0.02,6,114.285714285714,"C"
"Crème Glacée Chocolat Noir, Sauce Chocolat et Morceaux de Banane","Milk and dairy products",823,8.7,24.1,19.9,4.4,0.13,9,195.952380952381,"C"
"Crème Glacée Caramel Sauce Caramel Beurre Salé et Éclats de Noisettes Caramélisées","Milk and dairy products",841,8.5,25.8,21.5,4.4,0.18,11,200.238095238095,"D"
"Crème Glacée à la Pâte à Tartiner avec Morceaux de Biscuit","Milk and dairy products",864,8.7,26.8,20.6,4.1,0.19,6,205.714285714286,"C"
"Assortiment de Mini Choux Salés","Composite foods",1171,20.5,18.2,3.6,4.8,1.3,18,278.809523809524,"D"
"Saumon Fumé de Norvège","Fish Meat Eggs",755,10.3,0,0,21.5,3,13,179.761904761905,"D"
"Oeufs pralinés noir","Sugary snacks",2585,48.2,39.9,35.6,4.1,0,19,615.47619047619,"E"
"Truite fumée au bois de hêtre","Fish Meat Eggs",669,7.6,0,0,22.3,2.83,12,159.285714285714,"D"
"Couscous","Composite foods",585,7,11,2.2,7.4,0.88,2,139.285714285714,"B"
"Tagliatelles Extra Larges","Cereals and potatoes",1260,1.6,58.3,3,10.9,0.1,-6,300,"A"
"Couscous","Composite foods",615,7.3,12.4,1.8,7.2,0.86,-1,146.428571428571,"A"
"Poulet façon Kebab et semoule","Composite foods",587,4.8,16.9,2.9,6.6,1.13,3,139.761904761905,"C"
"Poulet et pommes de terre à la Sarladaise","Composite foods",595,6.7,9.8,0.8,9.9,0.8,1,141.666666666667,"B"
"Gratin de gnocchi aux 3 fromages","Composite foods",840,9.7,20.7,1.4,6.7,0.85,11,200,"D"
"Cordon bleu et purée de pommes de terre","Composite foods",595,7.8,12.2,1.1,5.2,0.82,2,141.666666666667,"B"
"Jambon supérieur sans couenne (4 tranches)","Fish Meat Eggs",491,3.3,0.6,0.6,21,1.9,5,116.904761904762,"C"
"Jambon Supérieur avec couenne","Fish Meat Eggs",624,6.8,0.6,0.6,21,1.9,11,148.571428571429,"D"
"Blanc de Poulet fumé au bois de hetre","Fish Meat Eggs",420,1.6,0.4,0.4,20.8,2,4,100,"C"
"Jambon cuit cuisiné au bouillon à l'os 2 Tranches","Fish Meat Eggs",533,4.4,0.6,0,21,2.1,12,126.904761904762,"D"
"Pâte de campagne, recette à l'ancienne ","Fish Meat Eggs",1175,22.7,4.7,2.2,15.9,1.6,17,279.761904761905,"D"
"Jambon de Parme","Fish Meat Eggs",1093,18,0,0,25,5.5,21,260.238095238095,"E"
"Jambon cuit supérieur avec couenne aux herbes","Fish Meat Eggs",648,7.5,0.8,0.6,21,1.9,11,154.285714285714,"D"
"Jambon cuit supérieur découenné dégraissé","Fish Meat Eggs",482,3,0.8,0.7,21,1.9,5,114.761904761905,"C"
"Le Jambon à l'Ancienne","Fish Meat Eggs",478,2.4,0.5,0.5,22.4,2.25,11,113.809523809524,"D"
"Le Jambon à l'ancienne","Fish Meat Eggs",478,2.4,0.5,0.5,22.4,2.25,11,113.809523809524,"D"
"Brochettes de Bœuf","Fish Meat Eggs",384,3,0.6,0.4,15.3,0.1,-4,91.4285714285714,"A"
"Bifidus citron","Milk and dairy products",373,2.9,12.3,12.3,3.3,0.12,2,88.8095238095238,"B"
"Purées de fruits BIO à base de Pommes et de Mangue","Fruits and vegetables",259,0,14,13,0,0.01,-5,61.6666666666667,"A"
"Crème dessert saveur praliné","Milk and dairy products",435,3.2,16,13.4,2.7,0.1,4,103.571428571429,"C"
"Yaourts à la Grecque noix de coco","Milk and dairy products",605,8.9,13.8,13.2,2.3,0.1,8,144.047619047619,"C"
"Yaourt grecque sur lit d'abricot","Milk and dairy products",509,6.7,13.1,13,2.1,0.08,6,121.190476190476,"C"
"Liégeois duo saveur vanille","Milk and dairy products",546,5.4,17.5,14.9,2.7,0.12,6,130,"C"
"Tiramisu à la framboise","Milk and dairy products",1163,8.9,44,32.6,2.7,0.18,17,276.904761904762,"D"
"Chorizo espagnol","Fish Meat Eggs",1440,28.2,1.6,1.6,21.7,3.5,24,342.857142857143,"E"
"Filet de Bacon Fumé","Fish Meat Eggs",513,3.2,0.7,0.7,23,3.3,12,122.142857142857,"D"
"Confit de figues","Fruits and vegetables",684,0.4,37.3,34.2,0.7,0.9,3,162.857142857143,"C"
"8 Mini Gâches","sugary-snacks",1529,13.3,51.9,12.3,7.9,1.02,18,364.047619047619,"D"
"Petits Chinois","sugary-snacks",1279,9.2,47.5,19.4,7,0.6604,10,304.52380952381,"C"
"Gâche tranchée à la crème fraîche & au beurre","sugary-snacks",1519,14.7,48,11.5,8,1.11,19,361.666666666667,"E"
"Mini Gâches aux Carreaux de Chocolat","sugary-snacks",1617,15.9,52,14,7.4,0.5,19,385,"E"
"Pains au lait","Cereals and potatoes",1448,9.2,56,12,8,0.699999999999999,13,344.761904761905,"D"
"Brioche tranchée ","sugary-snacks",1420,9.35,56.1,13.9,6.45,0.871,14,338.095238095238,"D"
"8 petites brioches fourrage goût chocolat","sugary-snacks",1442,11,54,20,6.9,0.739999999999999,14,343.333333333333,"D"
"Brioche tressée aux œufs frais","sugary-snacks",1516,11.8,55.8,12.9,7.2,1.16,15,360.952380952381,"D"
"10 pains au chocolat","sugary-snacks",1553,16,48,11,7,1,15,369.761904761905,"D"
"Brioche Tressée Pur Beurre et à la Crème Fraîche de Normandie","sugary-snacks",1514,13,52,12.1,7.9,0.9,17,360.47619047619,"D"
"6 mini gâches pur beurre","sugary-snacks",1496,13.2,50.3,12.7,8.1,1,18,356.190476190476,"D"
"6 mini gâches aux éclats de chocolat","sugary-snacks",1513,14.1,49.4,16.1,7.8,0.9,18,360.238095238095,"D"
"Jambon sec Supérieur","Fish Meat Eggs",1142,18,1,0.5,27,5.9,20,271.904761904762,"E"
"Jambon cuisiné à l'os","Fish Meat Eggs",578,6,0.9,0.9,20,2,11,137.619047619048,"D"
"Véritable Jambon persillé de Bourgogne","Fish Meat Eggs",700,6.67,2.67,1.17,24.2,1.63,11,166.666666666667,"D"
"Jambon Serrano","Fish Meat Eggs",890,10,0.6,0.5,30,5.1,15,211.904761904762,"D"
"Lardons fumés (-35 % de sel)","Fish Meat Eggs",1007,19,0.7,0.7,17.1,2.1,19,239.761904761905,"E"
"Jambon cuit supérieur avec couenne","Fish Meat Eggs",630,7.8,0.5,0.5,19.6,1.8,5,150,"C"
"Jambon cuit supérieur - 4 Tranches (découenné-dégraissé)","Fish Meat Eggs",506,3.8,0.7,0.7,20.8,2,5,120.47619047619,"C"
"Wrap poulet rôti sauce caesar","Composite foods",889,8.3,23.8,2.3,8.8,1.1,-2,211.666666666667,"A"
"Jambon-Comté","Composite foods",987,10.4,23.2,2.9,11.5,1.5,11,235,"D"
"Poulet fumé emmental","Composite foods",1261,15.6,27.5,2.6,11.9,1.6,11,300.238095238095,"D"
"Cabillaud sauce citron et son riz aux petits légumes","Composite foods",462,2.5,12.4,1.2,8.9,0.38,-4,110,"A"
"Risotto aux légumes, cèpes et parmesan","Composite foods",619,8.6,13.7,3.5,3.5,0.43,2,147.380952380952,"B"
"Capelletti jambon sauce trois fromages","Composite foods",765,8.7,17.5,2,7.9,0.8636,3,182.142857142857,"C"
"Escalope milanaise et tagliatelles","Composite foods",607,5.6,15,2.2,7.8,0.5334,-3,144.52380952381,"A"
"Radiatori poulet fromage fondu","Composite foods",673,8.1,15.2,1.8,6.2,0.65,4,160.238095238095,"C"
"2 Tranches de Saumon Fumé origine Ecosse","Fish Meat Eggs",791,10.2,0.7,0.4,23.6,2.54,14,188.333333333333,"D"
"Saumon Atlantique fumé au bois de hêtre ","Fish Meat Eggs",791,10.6,0.6,0.3,22.9,2.6,14,188.333333333333,"D"
"Rôti de porc cuit supérieur 2 tranches","Fish Meat Eggs",523,3.7,0.9,0.8,21.8,1.9,5,124.52380952381,"C"
"Jambon cuit cuisiné au bouillon à l'os","Fish Meat Eggs",627,7,0.6,0.5,20.8,1.9,11,149.285714285714,"D"
"Viande des Grisons","Fish Meat Eggs",810,3.6,0,0,39.2,4.3,13,192.857142857143,"D"
"Jambon Sec Italien 9 mois d'âge","Fish Meat Eggs",854,9.1,0,0,30.1,5.9,16,203.333333333333,"D"
"Rosette de Lyon","Fish Meat Eggs",1495,27.2,2.5,2.5,26,5.3,24,355.952380952381,"E"
"Pâte de campagne de qualité supérieure","Fish Meat Eggs",1199,24,3.3,1.4,15,1.7,18,285.47619047619,"D"
"Mousse de Canard au Porto de Qualité Supérieure","Fish Meat Eggs",1740,40,5.4,1.8,9.9,1.4,21,414.285714285714,"E"
"Pavé au poivre Leader Price","Fish Meat Eggs",1587,32,0.7,0.6,23,4.2926,24,377.857142857143,"E"
"Tomates séchées","Fruits and vegetables",930,13.7,17.1,17.1,5,3.5,3,221.428571428571,"C"
"Tomates semi-déchées","Fruits and vegetables",1025,13.7,22.9,14,4.9,2.6,5,244.047619047619,"C"
"Aubergines grillées et marinées","Fruits and vegetables",669,15.2,3.9,3.9,0.7,2.5,3,159.285714285714,"C"
"Cœurs d'artichauts marinés","Fruits and vegetables",459,8.1,2.5,2.5,3.2,2.5,0,109.285714285714,"B"
"Taboulé au basilic ","Composite foods",773,8.5,22,2,4,0.7,3,184.047619047619,"C"
"Cola","Beverages",124,0,7.3,7.3,0.1,0.0254,10,29.5238095238095,"C"
"Soda Orange","Beverages",160,0,9.4,9.4,0,0,13,38.0952380952381,"D"
"Beurre Moulé Cristaux de Sel (80 % MG) ","Fat and sauces",2980,80,0.5,0.5,0.7,0.3048,19,709.52380952381,"E"
"Beurre Moulé Doux","Fat and sauces",3050,82,5,5,5,0.1,20,726.190476190476,"E"
"Beurre Tendre Doux (82 % MG)","Fat and sauces",3054,82,0.5,0.5,0.7,0.0254,19,727.142857142857,"E"
"Beurre tendre demi-sel (80 % MG)","Fat and sauces",2980,80,0.5,0.5,0.7,2,26,709.52380952381,"E"
"Beurre de baratte doux Bio (82 % MG) ","Fat and sauces",3054,82,0.5,0.5,0.7,0.0254,19,727.142857142857,"E"
"Beurre moulé demi-sel ","Fat and sauces",2980,80,0.5,0.5,0.7,2,26,709.52380952381,"E"
"Beurre demi-sel","Fat and sauces",3042,80,1,0.6,0.7,2,27,724.285714285714,"E"
"Beurre doux","Fat and sauces",3051,82,0.4,0.4,0.6,0,19,726.428571428571,"E"
"Le Plaisir & la Cuisine au tournesol doux","Fat and sauces",2220,60,0,0,0,0.4,10,528.571428571429,"C"
"Le plaisir & la cuisine, tartine et cuisson, au tournesol","Fat and sauces",2220,60,0,0,0,0.4,10,528.571428571429,"C"
"Le Plaisir & La Cuisine Tartine et Cuisson au Tournesol Doux","Fat and sauces",1850,50,0,0,0,0,8,440.47619047619,"C"
"Oméga 3 tartine et cuisson (59 % MG)","Fat and sauces",2183,59,0,0,0,0.4,10,519.761904761905,"C"
"Matière grasse à cuire et à tartiner spécial cuisine (70 % MG)","Fat and sauces",2590,70,0,0,0,0.6,15,616.666666666667,"D"
"Camembert moulé à la louche","Milk and dairy products",1154,22,0,0,20,1.65,15,274.761904761905,"D"
"Camembert de Normandie au lait cru moulé à la louche","Milk and dairy products",1154,22,0,0,20,1.65,15,274.761904761905,"D"
"Camembert (21 % MG)","Milk and dairy products",1100,21,0,0,19,1.4,14,261.904761904762,"D"
"Camembert (21 % MG)","Milk and dairy products",1100,21,0,0,19,1.3,13,261.904761904762,"D"
"Le vieux colombier","Milk and dairy products",1134,21,1,0.1,20,1.6,14,270,"D"
"Coulommiers au lait cru","Milk and dairy products",1191,23,0.5,0.5,20,1.6,14,283.571428571429,"D"
"Pointe de Brie (32 % MG)","Milk and dairy products",1490,32,0,0,17,1.3,14,354.761904761905,"D"
"Le Délicieux Double crème (31 % MG)","Milk and dairy products",1419,31,0,0,16,1.4,15,337.857142857143,"D"
"Vigny","Milk and dairy products",1265,25,0,0,20,1.4,14,301.190476190476,"D"
"Petit Munster Géromé","Milk and dairy products",1356,27,1,1,20,1.8,16,322.857142857143,"D"
"Emmental Râpé (29.5 % MG)","Milk and dairy products",1532,29,0,0,27,0.8,12,364.761904761905,"D"
"Emmental français râpé (28 % MG)","Milk and dairy products",1495,28,0,0,27,0.9,12,355.952380952381,"D"
"Grana Padano AOP râpé (28% MG)","Milk and dairy products",1597,28,0,0,33,1.524,15,380.238095238095,"D"
"Grana Padano (râpe intégrée spéciale râpé fin)","Milk and dairy products",1597,28,0,0,33,1.5,15,380.238095238095,"D"
"Comté","Milk and dairy products",1700,34,0,0,26,0.8,13,404.761904761905,"D"
"Emmental râpé Bio ","Milk and dairy products",1566,29,0,0,29,1.50114,15,372.857142857143,"D"
"Le Gruyère AOP Switzerland","Milk and dairy products",1778,35,1,0,27,1.6,16,423.333333333333,"D"
"Emmental Français Râpé (28 % MG)","Milk and dairy products",1495,28,0,0,27,0.899999999999999,12,355.952380952381,"D"
"Abondance (33% MG)","Milk and dairy products",1646,33,0,0,25,1.3,14,391.904761904762,"D"
"Reblochon de Savoie AOP","Milk and dairy products",1231,25,0,0,18,1.4,14,293.095238095238,"D"
"Parmiggiano Reggiano D.O.P. Copeaux","Milk and dairy products",1618,28,0,0,33,1.6,15,385.238095238095,"D"
"Comté Râpé au Lait Cru","Milk and dairy products",1700,34,0,0,26,0.8,13,404.761904761905,"D"
"Emmental francais","Milk and dairy products",1532,29,0,0,27,0.6,11,364.761904761905,"D"
"Crottin de Chavignol","Milk and dairy products",1324,26,1.3,0.9,20,1.7,15,315.238095238095,"D"
"Fourme d'Ambert","Milk and dairy products",1393,28,1,0.5,20,2.1,18,331.666666666667,"D"
"Quart de Maroilles","Milk and dairy products",1336,26,1,0,21,2.3,18,318.095238095238,"D"
"Saint-Félicien","Milk and dairy products",1246,27,0,0,14,1.6,14,296.666666666667,"D"
"Parmigiano Reggiano","Milk and dairy products",1618,28,0,0,33,1.6,15,385.238095238095,"D"
"Saint Marcellin (23% MG)","Milk and dairy products",1138,23,0.9,0.6,16,1.6,14,270.952380952381,"D"
"Crème de fromage au Bleu","Milk and dairy products",1126,24,3,3,11,2.5,18,268.095238095238,"D"
"Camembert de Normandie au lait cru moulé à la louche","Milk and dairy products",1154,22,0,0,20,1.65,15,274.761904761905,"D"
"Crème de fromage au Camembert","Milk and dairy products",1089,23,3,3,11,2.25,17,259.285714285714,"D"
"Cantal Entre-deux AOP","Milk and dairy products",1532,29,1,1,26,2,17,364.761904761905,"D"
"Morbier","Milk and dairy products",1503,29,1.7,0.5,23,1.5,15,357.857142857143,"D"
"Saint-Paulin au lait pasteurisé","Milk and dairy products",1242,23,1,1,22,1.7,15,295.714285714286,"D"
"Doré de l'Abbaye (28,5% MG)","Milk and dairy products",1412,28.5,0,0,21,1.9,17,336.190476190476,"D"
"Gouda en tranches","Milk and dairy products",1427,28,0,0,23,1.8,16,339.761904761905,"D"
"Maasdam (28,8% MG) x 9 tranches - 200 g - Leader Price","Milk and dairy products",1542,28.8,0,0,28,1.524,15,367.142857142857,"D"
"Tomme de brebis Corse","Milk and dairy products",1597,32.4,3.3,0,21,1.8,16,380.238095238095,"D"
"Emmental (28,5% MG) x 9 tranches  - 200 g - Leader Price","Milk and dairy products",1529,28.5,0,0,27.9,1.2446,14,364.047619047619,"D"
"Fromage pour Tartiflette","Milk and dairy products",1356,27,1,1,20,1.5,15,322.857142857143,"D"
"Fromage à raclette (26% MG)","Milk and dairy products",1362,26,0.5,0.5,23,1.905,17,324.285714285714,"D"
"Fromages râpés 3 saveurs (26 % MG) ","Milk and dairy products",1404,26,2,1,24,2.794,19,334.285714285714,"E"
"Raclette fumée","Milk and dairy products",1427,28,0,0,23,1.8,16,339.761904761905,"D"
"Gruyère IGP France","Milk and dairy products",1614,32,0.5,0.5,25,1.00076,13,384.285714285714,"D"
"Gouda au Cumin","Milk and dairy products",1569,31,0,0,24,1.9,17,373.571428571429,"D"
"Morbier au Lait Cru","Milk and dairy products",1301,24,0.3,0,24,2,16,309.761904761905,"D"
"Pur chèvre doux (12% MG)","Milk and dairy products",657,12,3,3,9.5,1.3,8,156.428571428571,"C"
"Fromage de chèvre","Milk and dairy products",1211,24,0,0,19,1.5,14,288.333333333333,"D"
"Fromage de chevre","Milk and dairy products",665,12,3,3,10,1.1,7,158.333333333333,"C"
"Sainte Maure","Milk and dairy products",1231,25,0,0,18,1.5,14,293.095238095238,"D"
"Caussac (26,3% MG)","Milk and dairy products",1262,26.3,0,0,17,1.5,14,300.47619047619,"D"
"Mi chèvre","Milk and dairy products",1120,22,1,1,17,1.6,14,266.666666666667,"D"
"Selles-sur-Cher","Milk and dairy products",1179,23,1.3,1.3,18,1.6,14,280.714285714286,"D"
"Sainte-Maure de Touraine","Milk and dairy products",1291,25,1.5,0,20,1.5,14,307.380952380952,"D"
"Bûche de Chèvre ","Milk and dairy products",1021,19,2.2,2.2,16.5,1.5,14,243.095238095238,"D"
"Sainte Maure de Touraine au lait cru (22% MG)","Milk and dairy products",1137,22,1,1,18,1.3,13,270.714285714286,"D"
"Cabecou au lait de chèvre","Milk and dairy products",1142,22,1.3,1.3,18,1.6,14,271.904761904762,"D"
"Tomme de Brebis","Milk and dairy products",1658,34,1.5,0.5,22,1.6,15,394.761904761905,"D"
"Roquefort ","Milk and dairy products",1496,31.7,0,0,19,3.7,19,356.190476190476,"E"
"Roquefort au lait cru de brebis","Milk and dairy products",1507,32,0,0,19,3.7,19,358.809523809524,"E"
